Presenter_SK,Obtained,EventDate,EventTime,Passed,ZiffNumber,Firstname,Middlename,Surname,Day,Temperature,PetType,CoffeeType
8367,Yes,22-01-1999,5:09:35,TRUE,1.219,JENNAE,YAHNA,TAWDROUS,Tuesday,16.2,,Medium
8368,,08-07-2014,2:12:37,FALSE,1.699,LISATH,,DIEPGROND-CROMPTON,Fri,18.6,Snail,Medium
8369,,14-08-2000,20:19:50,TRUE,1.144,CHUYAO,TANNOUS,PEH,Thurs,-0.5,Elephant,Medium
8370,No,07-09-2008,22:32:35,,1.295,NEVINSON,,FFORDE,Fri,45.1,Elephant,Milk
8371,,22-07-1997,11:07:02,FALSE,,OLIVIER,MOE,COLBY-HALL,Sat,33.1,Snail,Milk
8372,No,20-05-2020,12:01:56,,1.584,KRISHMA,YONAS,O'HARE,Thurs,30,Cat,Medium
8373,No,17-02-1995,16:31:57,FALSE,1.538,YUPU,,RAMSEY,Sun,1,Giraffe,Milk
8374,,27-12-1982,23:08:33,TRUE,1.604,CALLIOPI,,LUIS,Sat,42.4,Dog,Medium
8375,Yes,,1:06:18,TRUE,1.78,RUZAIN,BRIARNNA,GRYCZEWSKI,Tuesday,37.1,Snail,Medium
8376,No,24-07-1994,7:37:27,FALSE,1.802,WONRITA,DILLON,ASHMORE,Sat,13.9,Dog,Roasted
8377,,17-11-2013,0:16:20,TRUE,1.005,KANAME,,VASILI,Sat,8.9,Snail,Roasted
8378,No,13-02-2020,11:59:21,TRUE,1.423,KLARIZZA,MD.,,Sun,21,Giraffe,Medium
8379,Yes,20-12-2003,14:29:45,,1.632,SHARLETTE,NAKEESHA,FULLAGAR-SCHULTZ,Tuesday,37,Cat,Roasted
8380,,24-06-2013,12:42:34,FALSE,1.05,ERZABET,FORUM,YOUNG-WILLIAMSON,Sun,24.4,Cat,Dark
8381,,16-03-2006,20:41:24,FALSE,1.841,ANGELLIKA,,WINKCUP,Fri,13.2,Elephant,Dark
8382,No,,8:58:43,TRUE,,AURINE,,MENG,Sun,31.9,Dog,Roasted
8383,,14-12-2007,11:33:41,,1.034,AABAN,,NORTHWOOD,Thurs,44,Cat,Medium
8384,,13-11-1990,13:55:12,FALSE,1.239,KIMIYA,,CAROZZA,Thurs,38.9,Cat,Medium
8385,,22-10-2020,8:09:27,FALSE,1.437,SHONDELL,YIZHONG,ANDERSON-BURNS,Thurs,35.3,,Roasted
8386,,12-02-2008,20:38:41,FALSE,1.16,JOWEN,PURAN,WOODE,Sun,10.2,,Dark
8387,No,03-01-1998,3:29:31,FALSE,1.205,PAT,SASANKA,MORRISH,Tuesday,16.2,Giraffe,Roasted
8388,Yes,09-11-2014,2:42:03,FALSE,1.759,KHANG,,KILLOH,Sat,35.8,Cat,Medium
8389,,07-10-2002,17:58:56,,1.078,ROMAIL,MAIA,DORMONTT,Wed,11,Snail,Roasted
8390,,19-10-2000,10:41:41,TRUE,1.96,SAEED,,KADRIC,Thurs,39.7,Snail,Medium
8391,,18-03-2014,6:03:23,,1.295,CLOUDIA,CHU,AGAU,Sun,23.5,Elephant,Milk
8392,,28-04-2000,7:37:39,TRUE,1.117,RAJAT,,MOWLES,Tuesday,18.9,Dog,Milk
8393,,,22:05:35,,1.789,NEJLA,,THOMASSON-MATHER,Monday,10.5,,Medium
8394,,30-04-1998,13:07:26,TRUE,,MEHRIN,SHAYNAE,TUENDER,Thurs,19.2,Dog,Medium
8395,No,22-02-1997,12:40:20,FALSE,1.231,MILEN,,SABERI,Sat,15.4,Snail,Dark
8396,,19-11-1985,6:16:22,TRUE,1.872,KENNETH,,KOLCAS,Sun,-1,Snail,Roasted
8397,No,,20:39:26,FALSE,1.784,BHAVESH,,SACCARDO,Thurs,24.3,Dog,Dark
8398,,27-01-1992,0:03:41,FALSE,1.607,MONTRA,EMMASYN,PERRIN,Monday,30.7,Cat,
8399,,06-07-2001,10:46:51,FALSE,1.676,LAURI,YONGYU,SHENOUDA,Sat,-1.8,,Milk
8400,,21-03-1983,3:06:27,TRUE,1.521,TELEMACHUS,SANULYA,PREWETT,Monday,18.6,Snail,Milk
8401,,26-08-1997,3:05:04,FALSE,1.442,VEZARIA.FRINA,VADER,KHALIDI,Tuesday,31,Giraffe,Roasted
8402,,20-04-1987,,,1.72,EMILY-MAY,JACK JAMES,HUDSPETH,Monday,38.3,Snail,Milk
8403,,18-08-1980,10:01:53,TRUE,1.77,RI,KARI,OHAYON-HUGHES,Tuesday,24.9,Elephant,Medium
8404,,20-02-2020,2:01:58,,1.267,TILLYCK,,HOUNSELL,Sat,8.1,Giraffe,Dark
8405,,09-05-2012,23:05:25,FALSE,1.12,JINGTIAN,,HOSKINSON,Monday,28.1,Giraffe,Medium
8406,Yes,12-10-2009,20:24:44,FALSE,1.621,ADAU,FAZIL,,Tuesday,8,Snail,Medium
8407,No,12-04-2019,2:33:25,FALSE,1.753,IZAYAH,,LIBOVICKA,Sun,-1.7,,Milk
8408,,08-03-1985,16:34:55,FALSE,1.437,BENJAIMIN,BASANTA,ALY,Wed,19.4,Cat,Medium
8409,Yes,26-09-1980,6:14:05,FALSE,1.078,EMOJEN,,SCHULTZ-OHKUBO,Thurs,1.2,Dog,Milk
8410,Yes,,1:17:42,FALSE,1.543,ANANDJOT,OLIN,MILLER-SMITH,Monday,-3.1,Dog,Medium
8411,,16-05-1985,20:32:10,TRUE,,MICHAELINA,,SAI,Tuesday,22.8,Snail,Dark
8412,No,13-05-1993,16:57:54,,1.608,ASIFIWA,KALIROY,RISELY,Monday,28.6,Cat,Roasted
8413,Yes,12-06-2001,5:43:34,TRUE,1.087,FENGFAN,,ELGAZZAR,Tuesday,14.7,Dog,Medium
8414,,09-03-2019,5:31:24,FALSE,1.74,NASSER,,MACNAB,Sat,17.7,Elephant,Roasted
8415,,30-12-2014,12:29:29,TRUE,1.355,MOMIR,VIRAG,DEWETT - ANDREWS,Fri,14.8,Elephant,Medium
8416,,23-10-2004,17:58:45,TRUE,1.866,SONGIN,SORCA,MADTHA,Sun,5,Dog,Roasted
8417,Yes,14-09-1989,,FALSE,1.873,JAMEEKA-LEE,WALLABY,TRAN MCGUIRE,Monday,27.1,Cat,Roasted
8418,,02-04-2019,22:31:59,TRUE,1.235,LACE,KESHAV,HAASBROEK,Thurs,8.4,Cat,Dark
8419,,25-11-2019,22:13:22,TRUE,1.52,JAHRAD,ANIK,SYDENHAM,Monday,9.4,Giraffe,Dark
8420,,13-08-1999,10:21:09,FALSE,1.427,SCOOTER,,WERNY,Wed,20.8,Elephant,Roasted
8421,,26-03-2012,20:48:15,FALSE,1.234,GAVIN,,HUSSEIN ISSAK,Monday,5,Giraffe,Roasted
8422,,11-07-2016,4:44:04,FALSE,1.098,DAYKIM,,OSTERMANN,Sun,7.1,,Roasted
8423,No,05-06-2002,14:32:50,,1.919,ABDIKANI,,NIEDDU,Thurs,31.5,Elephant,Medium
8424,No,13-02-2017,18:51:10,FALSE,,MADIE,DAKIN-MANDRYK,MELE,Tuesday,-3.1,Dog,Milk
8425,,01-05-2020,22:56:53,,1.556,SILK,OTTILLIE,BIRKIN,Sat,36,Elephant,Roasted
8426,No,04-06-2018,23:23:06,TRUE,1.383,MAI-LEE,,TIERNAN,Tuesday,-1.7,Snail,Milk
8427,Yes,,,FALSE,1.094,DENE,III,SIVIOUR,Thurs,33.6,Elephant,Medium
8428,Yes,03-04-1984,6:28:54,FALSE,1.868,ROLLOND,HABIB,ROCHA,Sun,10.7,Snail,Milk
8429,,17-12-1980,0:51:52,,1.282,BURAK,,AL ABOODY,Wed,35.6,Giraffe,Milk
8430,Yes,,5:25:18,FALSE,,RAJEL,,KLEMM,Monday,37.4,Elephant,Medium
8431,No,20-06-1990,13:58:29,FALSE,1.857,AFRIDY,,ALRASHDI,Sun,41.5,Dog,Roasted
8432,,21-03-2001,7:16:52,FALSE,1.158,NYSHAH,,KUNG,Wed,4.2,Snail,Medium
8433,,07-11-2005,1:11:54,,1.119,MAGGIE-KATE,DAYTON,LAKHAN,Sat,25,Cat,Dark
8434,No,24-07-2013,14:02:02,TRUE,1.558,TE'ARNAH,,JHAJJ,Sat,14.5,Giraffe,Medium
8435,No,05-08-1986,22:58:46,FALSE,,TRISHEL,WAHAB,NITURAL,Thurs,28.5,Elephant,Roasted
8436,No,04-01-2003,8:02:17,,1.738,JAEDAN,,TAUDOU,Fri,4.9,Elephant,Roasted
8437,,15-08-1998,15:10:49,,1.687,KOOI-CHEEN,BAYLEN,TREMELLEN,Fri,31.1,Dog,Roasted
8438,,27-03-2016,5:11:22,FALSE,1.062,STEFANY,DYLAAN,SOUMELIDIS,Sat,31.6,Dog,Roasted
8439,,23-07-2006,14:34:54,FALSE,1.385,CICILLIA,YEUDAKIM,TJIA,Tuesday,42,Elephant,Roasted
8440,No,14-10-2014,15:07:46,FALSE,,XZAVIER-JAMES,NEHRO,WIZE,Monday,33.8,,Roasted
8441,,16-03-1999,,FALSE,1.383,ERNISHA,TAYSHAON,GALER,Sun,-1.4,Snail,Milk
8442,,02-10-2007,4:04:49,TRUE,1.336,TAYLA-MAREE,KHODEE,GARLETT- PINKIE,Sat,28.8,Elephant,Milk
8443,Yes,23-08-2008,5:24:46,FALSE,1.591,IZAYA-JAMES,,GOUSCOS,Fri,31.7,Elephant,Roasted
8444,No,17-11-2000,3:33:15,,1.477,GIANNI,DAELENE,TANK,Sun,2.2,Giraffe,Milk
8445,,14-12-2001,12:17:27,FALSE,1.611,BENN,TARANEH,BALLA,Wed,3.2,Snail,Dark
8446,,,9:32:13,TRUE,1.027,JOEL,ZARA,GOLLAN-RITCHIE,Wed,-2.7,Cat,Milk
8447,,18-04-2005,8:49:45,FALSE,,ANYSSA,SHAKIRA-ANNE,ZAMORA,Sat,-3.2,Elephant,Dark
8448,Yes,21-01-2002,,,,SIKAI,SAROJA,KUKIC,Sun,39.4,Dog,Roasted
8449,No,12-05-1988,3:40:22,FALSE,1.993,CARMINA,,KESINGTON,Wed,0.3,Snail,Dark
8450,,16-12-1989,5:16:43,TRUE,,TASHA-LEE,EMERALD,HEATHFIELD,Tuesday,32.2,Cat,Dark
8451,,,5:57:11,FALSE,1.218,MIJU,,DEMELL-MOORE,Monday,5.6,Giraffe,Medium
8452,,12-11-2013,12:47:38,FALSE,1.457,XIAN,,JOUNG,Sat,0.5,Giraffe,Dark
8453,Yes,,,,1.812,AHLYZA,CHRISLEE,SARDAR,Wed,0,Dog,Medium
8454,Yes,08-06-1996,5:13:00,FALSE,1.762,ANTHEA,,FROLOV,Thurs,37.8,Cat,Milk
8455,No,28-10-2009,13:46:40,TRUE,1.666,ANGKOR,KRISTIE,ZAHINDA,Fri,18.1,Snail,Roasted
8456,,30-01-1982,13:38:17,TRUE,1.464,HEYLEN,ASIRA,NHANH-HEM,Tuesday,33.3,Cat,Medium
8457,,17-02-1988,10:31:52,FALSE,1.966,JIMIL,,DRUCHNIAK,Tuesday,27.1,,Milk
8458,,,22:18:09,TRUE,,MACKINLAY,JENET,SMILJANIC,Thurs,9.3,Elephant,Dark
8459,,08-03-2001,21:46:54,TRUE,,BO'AZ,,HERZENJAK,Monday,-2.7,,Roasted
8460,No,06-12-1997,15:18:27,FALSE,1.491,C,WYVERN,PAMULA,Fri,18.2,Cat,Roasted
8461,,28-10-2006,5:08:49,FALSE,1.372,SHAYONNA,GABRELL,CARITA CALVI,Monday,20.9,Elephant,Roasted
8462,,03-11-1996,3:08:35,FALSE,1.798,MCNEIL,,VIDOSEVIC,Monday,26.8,Elephant,Roasted
8463,Yes,03-10-2014,9:15:39,TRUE,1.632,ATIMANGO,HANEYA,NEALE HUTCHINSON,Thurs,19.2,Elephant,Dark
8464,,26-05-2008,14:22:41,TRUE,1.53,IZABELAH,SALIH,SHANGALUME,Wed,36.8,Snail,Medium
8465,No,07-03-2009,21:22:35,TRUE,1.157,EMMASHAE,NORVAG,RAOFI,Fri,26.4,,Medium
8466,,11-03-1983,2:23:25,TRUE,1.208,REIGAN,RACHEL-LEE,SPEAKE,Tuesday,6.2,,Milk
8467,No,,,TRUE,1.105,ELICE,,DE JONG,Sat,27.8,Dog,Milk
8468,,23-03-2019,7:55:26,,1.538,MAGAREY,,GOLLER,Thurs,28.2,Dog,Roasted
8469,,27-11-2008,2:27:56,TRUE,1.435,LEOHANS,ARIELA,NORRIS-NELSON,Wed,11.6,Cat,Medium
8470,,09-01-1990,13:28:10,TRUE,1.525,BRIDGE,NAKITA,SOHI,Sun,-1.3,,Roasted
8471,,09-04-2004,6:19:52,TRUE,1.167,WINFEYLING,,EIKMEIER,Tuesday,1.3,,Roasted
8472,No,06-02-2002,5:06:09,FALSE,1.818,MARQUEL,HONEY-LILY,OBERST,Sun,36.6,,Medium
8473,Yes,,2:51:07,TRUE,1.329,JULIE-MARIE,,NORTH-CAYFORD,Thurs,12.1,Dog,Milk
8474,,13-11-1993,15:44:01,TRUE,1.123,EDNA,,ZULIC,Monday,45.1,Snail,Medium
8475,,20-01-2018,,FALSE,1.736,ANJARASOA,SHAYNN,PARIZAT,Tuesday,7.1,Giraffe,Roasted
8476,,02-02-2007,3:52:19,,1.027,CHENSHUO,NYKITA,MCGHIE,Sun,35.4,,Medium
8477,,12-02-2009,12:29:16,FALSE,1.07,RANSFORD,,LELAS,Monday,45.1,,Roasted
8478,No,01-09-1982,18:13:13,FALSE,1.11,DUNG,,AUROVI,Fri,1.9,Giraffe,Medium
8479,,19-08-2006,22:21:47,FALSE,1.257,MYINT,KHUSH,BIGGS-YOUNG,Wed,23.2,Cat,Milk
8480,,30-01-1980,2:08:44,FALSE,,BELLARAE,,BETHLEY,Tuesday,28.6,Elephant,Milk
8481,,17-12-2016,17:07:33,TRUE,1.294,SHARMAY,BUUT,KAWAI,Sat,44.3,Snail,Dark
8482,Yes,02-05-2010,20:31:37,FALSE,1.242,MARCEENA,DARYIANE,BERG LAZZARIS,Fri,-0.8,Giraffe,Medium
8483,,01-01-1981,23:19:56,FALSE,1.21,RAYDEN,EISHEL,CLOTHIER-DAVIS,Monday,-0.6,,Milk
8484,,12-09-1999,,FALSE,1.661,J.,,MAPA MUDIYANSELAGE,Sat,-1.7,Elephant,Medium
8485,,08-11-2015,10:57:20,,1.649,PALFRY,MELITA,,Fri,40.2,Giraffe,Roasted
8486,No,14-11-2010,,FALSE,,GAWYN,,DARWISH,Thurs,33.2,Snail,Roasted
8487,Yes,26-09-1996,14:07:59,,,ARMANN,,ANDRETZKE,Monday,36.2,Dog,Milk
8488,,15-09-1990,18:15:58,FALSE,1.52,KIERA-LYNN,,HERBENER-BEMOLD,Sun,45.1,Giraffe,Roasted
8489,,,16:52:28,,1.201,KEELY-SHAI,,GLENDAYS,Sun,19.8,,Dark
8490,,25-07-1997,17:42:52,TRUE,,MCDOWALL,EBSARY,RADZIKIEWICZ,Monday,-0.5,Giraffe,Dark
8491,Yes,08-07-1990,13:26:00,FALSE,1.196,MICAH,PAN,SANTARELLI,Fri,29.5,Dog,Milk
8492,Yes,08-11-1994,,FALSE,1.088,LENNARD,,,Monday,34.9,Elephant,Dark
8493,No,,20:55:54,FALSE,1.306,WINDREISA,JAYJAY,RUIZ,Fri,12.9,,Roasted
8494,Yes,22-09-1988,2:56:30,FALSE,1.655,TIN,,,Fri,18.7,,Roasted
8495,Yes,07-01-2006,21:51:20,FALSE,1.263,FOUETI,,PERIFANOS,Thurs,40.9,,Roasted
8496,,25-05-2014,10:36:33,FALSE,1.888,KARTIKE,SHARLYN,MAYNE,Fri,7.1,Elephant,Milk
8497,,12-06-2003,10:07:27,FALSE,1.203,MIIA,,NATTRASS,Fri,18.9,Dog,Roasted
8498,No,13-03-2016,22:38:47,FALSE,1.081,KRISSHIV,IRDINA,WIESNER,Monday,4.1,,Milk
8499,,21-06-2018,7:00:31,TRUE,1.943,BESRAT,CONLAN,STRIBLEY,Thurs,11.4,Elephant,Medium
8500,No,24-03-2016,3:06:20,FALSE,1.538,GUNES,MOUSTABA,LINNEY,Thurs,26.6,Elephant,Roasted
8501,,13-07-2009,7:17:51,FALSE,1.665,CLODE,VIVEK,SHALDERS,Fri,28,,Dark
8502,,27-06-2000,19:23:28,FALSE,1.338,WITON,NANDKUMAR,FENK,Sat,29,Giraffe,Medium
8503,,21-03-1986,,FALSE,1.672,LAMYA,TAI-RON,SHOUMACK,Wed,16.1,Snail,Milk
8504,,26-06-2017,11:45:16,FALSE,1.656,BRIGITTE,,PARTON,Fri,0,Cat,Medium
8505,,,,TRUE,1.092,BROOKLYNN,MAAIKE,SOLOMONOV,Sun,20.3,,Roasted
8506,Yes,09-01-1981,2:09:43,FALSE,1.137,CLAIR,ROZLIN,BARAILI,Thurs,11.4,Giraffe,Milk
8507,No,26-07-2014,1:59:03,TRUE,1.296,NEMANIA,JEETAN,DOWN-QUIRKE,Sun,19.9,Dog,Medium
8508,Yes,28-02-1987,,FALSE,1.561,CONDELLO,,SMAIL,Sun,13.9,Dog,Dark
8509,,23-07-1982,12:46:32,TRUE,1.824,MARTINA,ARTEA,MAURICI,Thurs,-2.6,Elephant,Roasted
8510,,05-02-2017,2:49:54,TRUE,1.004,THIEN CYPHER,GERI,ZOLNOWSKI,Thurs,1.8,Elephant,Milk
8511,No,19-09-2013,2:25:44,FALSE,1.876,TINKA,LE-TESHA,MOONTHAVONG,Thurs,13.4,Snail,Dark
8512,No,26-05-2019,22:32:58,TRUE,1.299,ABDULKHALEQ,,WATKINS-CURREY,Fri,43.9,,Dark
8513,,15-07-1989,23:46:41,FALSE,1.39,ANTONIE,JANIELLE,FABB,Sat,41.6,Dog,Dark
8514,,01-05-2014,13:50:41,FALSE,1.47,VARNEET,ESAI,PINERO RITCHIE,Monday,33.7,Giraffe,Dark
8515,Yes,29-09-2020,22:07:34,FALSE,1.036,UNGI,DJAN,STRIBLING,Wed,20.2,Elephant,Dark
8516,,05-01-1999,12:06:54,,,CHANG MING,,VASEY-WATSON,Monday,32,Giraffe,Milk
8517,,26-12-2004,18:34:53,TRUE,1.037,MALAYKAI,RANDUNA,EPPS,Tuesday,38.1,,Milk
8518,Yes,20-06-2016,15:59:02,FALSE,1.79,LARQWANA,,DHUNNA,Fri,45.3,Elephant,Medium
8519,Yes,,11:29:12,TRUE,1.089,NIKIRA,,RADAN,Sun,7.3,Dog,Medium
8520,,12-10-2010,,FALSE,1.932,KUSTERMANN,FELEMI,HANNER,Sat,18.5,,Medium
8521,Yes,,2:36:45,TRUE,1.796,MUFEED,ACHOK,SHIOYA,Monday,3.9,,Dark
8522,,19-02-2018,5:37:26,TRUE,1.267,TSE-HAYE,GARRY,PONGPITTAYAPA,Monday,22.2,Cat,Milk
8523,,29-07-1990,14:10:36,TRUE,1.459,EMILIANA,,AUSTIN-ABDULLAH-TARR,Monday,-0.5,,Dark
8524,Yes,17-10-2011,,FALSE,1.173,GLYNIS,,SALAMON,Sun,-0.9,Giraffe,Milk
8525,,23-10-1990,16:58:23,TRUE,1.191,EDIT,NORDKVIST,SCHEIDL,Tuesday,15.3,Giraffe,Roasted
8526,No,09-09-2012,7:10:47,TRUE,1.69,KAHLIE,,CHRISTOPOLOUS,Thurs,19.1,Giraffe,Medium
8527,,16-08-2007,,FALSE,1.503,MARALIN,HONNER,LOAN,Tuesday,13.1,Elephant,Medium
8528,,10-03-2002,12:01:52,TRUE,1.741,EMILLIA,SCARLETT,MARTIN- DICKER,Sun,22.9,Cat,Medium
8529,,,21:55:57,TRUE,1.684,BAILY,DONNAH-LEE,BUTTER,Thurs,38,Elephant,Dark
8530,,,11:52:15,FALSE,1.427,ESHAN,NHI STEFFANY,BOYLON,Tuesday,4.6,Cat,Roasted
8531,Yes,11-06-2012,21:48:55,,1.642,JIMMIE,ROLAND,,Tuesday,-1.8,Cat,Roasted
8532,,17-10-1981,8:30:01,TRUE,1.111,SETHAN,RUICHENG,PENTER,Sun,41.8,,Dark
8533,No,14-06-1983,0:34:35,FALSE,1.382,ASTA,,KRALJIC,Sat,2.6,Elephant,Milk
8534,No,03-07-2017,16:03:14,TRUE,,BRANDY,,,Sat,-0.2,Giraffe,Dark
8535,No,23-12-1992,20:27:52,,1.1,FARHEEN,MATIU PULLEN,HASON,Sat,9.2,Dog,Medium
8536,,06-03-1995,18:24:39,TRUE,,MELISSA,DANH,VETU,Thurs,26.8,Dog,Milk
8537,No,25-04-2003,11:44:58,FALSE,1.204,LUANDA,BRABYN,TAURO,Sun,21.6,Elephant,Medium
8538,No,25-11-1991,,FALSE,1.749,KOHTA,,CHUMJAI,Monday,17.4,Giraffe,Milk
8539,,04-08-1986,1:18:26,TRUE,1.058,MOWAAZ,,MARZOLO,Sat,29.7,,Roasted
8540,,09-12-2002,20:50:31,FALSE,1.279,XUENAN,KEERATPAL,NIE,Thurs,27.6,Elephant,Dark
8541,No,,13:57:48,FALSE,1.663,JYDEN,ALEX-JAMES,VILE,Fri,29.9,Elephant,Milk
8542,,15-04-1981,17:48:13,TRUE,1.246,VEDHAVARSHNI,BAIRAN,SYKALA,Sun,11.4,Cat,Roasted
8543,,,20:31:30,FALSE,1.309,ANHA,IAN RITCHIE,PELONIO,Fri,41.9,,Milk
8544,,16-11-2016,10:34:25,FALSE,1.577,MURAT,,HERLIHY,Sun,7.1,Elephant,Dark
8545,,01-08-2012,1:26:04,TRUE,1.748,JOAH,WASIN,HALAWANI,Wed,40,Snail,Roasted
8546,No,,8:21:43,FALSE,1.412,MAZTURA,,SHIR ALIPOUR,Sun,34.5,Snail,Milk
8547,Yes,18-07-1985,17:51:17,TRUE,1.976,AMITH,MCNIEL,LETTON-WILLIAMS,Tuesday,6.8,Elephant,Milk
8548,No,04-12-1986,15:47:03,FALSE,1.146,DHARMA,TALINO,MACRAE-FAUL,Sat,37.6,,Roasted
8549,,26-01-2001,15:24:22,TRUE,1.746,MARKO,ELLEN-JANE,BEAUMONT-PLANE,Monday,5.3,Giraffe,Dark
8550,,13-08-1994,20:01:22,,1.503,YUGA,,KUMAR,Sat,27,Giraffe,Milk
8551,,24-04-2003,5:13:43,,1.967,THIMAL,KA-YAN,SALAI SHAMWELA,Sun,1.5,Dog,Medium
8552,No,23-05-1984,7:50:45,TRUE,1.445,KAHLEA,HOA,COLGRAVE,Thurs,36.8,Snail,Medium
8553,,04-07-1984,1:20:53,FALSE,1.388,EUNICIA,MANG,PAZ,Tuesday,40,,Medium
8554,No,27-05-2001,6:57:54,FALSE,1.43,FLY,,BHULLAR,Monday,12.4,Elephant,Roasted
8555,No,10-01-2013,22:18:30,TRUE,,TIONNIE,SADACO,DHIRORI,Monday,22.6,,Roasted
8556,No,,,,,ELAYNA,,CREES,Wed,26.7,Giraffe,Milk
8557,,09-02-1999,12:47:31,TRUE,1.7,TEANNI,KUDZAI,AVIS,Fri,7.9,Giraffe,Roasted
8558,No,03-07-2008,19:52:00,FALSE,1.286,DAYSHARN,ASHWINI,SHAW-GRAF,Wed,27.4,,Medium
8559,No,21-11-1987,18:06:16,TRUE,1.14,GIDION,JAIKAH,BURANASAK,Fri,20.5,Cat,Milk
8560,,28-12-1996,15:43:50,FALSE,1.191,MINH-TIEN,,DIEPGROND-CROMPTON,Sat,-1.1,Elephant,Dark
8561,Yes,01-10-2004,17:32:59,TRUE,1.202,VELIBOR,MORLEY,INZIRILLO,Thurs,41.3,Elephant,Medium
8562,,05-03-1996,23:34:39,TRUE,,ATTE,,ONYSKIV,Tuesday,36.3,Dog,Medium
8563,Yes,10-05-1997,,FALSE,1.36,SIHUI,,GRIGORYEVA,Sun,5.1,Snail,Milk
8564,,,,TRUE,1.866,TEODOR,,MOCHANG,Fri,22.1,Elephant,Milk
8565,,25-04-1985,19:00:05,TRUE,1.95,XAPTHAVY,BRAIDON,HATELY,Monday,42.9,Dog,Milk
8566,Yes,23-02-1987,13:21:42,FALSE,1.657,HARSHINEE,ILONA,PAJUNEN,Sun,33.7,Cat,Roasted
8567,,10-12-1990,18:08:36,TRUE,1.635,HANDRIKA,BAILASAN,WILLIAMS-MARTIN,Monday,24.8,Snail,Milk
8568,,,15:11:28,FALSE,,PIANG,,LANGGUTH,Sat,30.3,Snail,Milk
8569,,08-04-2015,6:30:05,TRUE,1.727,PHIR,,HABARUGILA,Sat,43.6,,Dark
8570,No,14-08-2008,14:24:58,TRUE,1.816,AILEEN<,,CUTHBERT,Monday,27.9,Dog,Roasted
8571,,06-12-2018,,TRUE,1.081,SUKHBIR,,PRIESTLEY- CROSS,Sun,1.8,Dog,Roasted
8572,Yes,17-11-2019,12:38:07,TRUE,1.231,LAZARIO,CECILEE,OLTHOFF,Sun,36.2,Giraffe,Medium
8573,No,17-08-1998,,TRUE,1.336,JANVI,HOHEPA,KOVACS,Monday,38.4,Cat,Roasted
8574,,12-11-1997,3:14:31,FALSE,,YHENG,,DELCANO,Sat,14,Cat,Roasted
8575,,02-12-1988,21:54:44,FALSE,1.106,INN,BURAK,CHASTON,Thurs,44,,Medium
8576,Yes,23-06-2003,11:49:03,,,SARANGBE,PHOI,SCARBOROUGH,Tuesday,36.7,Dog,Medium
8577,No,,3:11:26,FALSE,1.824,CRESWELL,SHAMSHADID,PERUZZI,Sat,42.2,,Roasted
8578,Yes,17-06-2013,19:08:19,FALSE,1.909,NOELINE,GOLDEN,STIDSTON,Monday,41.5,Elephant,Dark
8579,No,26-12-2014,,TRUE,,YAN-JUN,,VILLARAN,Thurs,15.5,Dog,Medium
8580,No,03-10-2010,4:02:46,TRUE,1.377,MARINEL,GIRRALANG L,MINUS,Thurs,8.4,Snail,Roasted
8581,,17-06-2004,14:41:24,,,SHARMADHAYINI,,BELGRADE,Tuesday,12.2,Giraffe,Milk
8582,Yes,11-10-2003,2:00:32,TRUE,,YUFAN,,CARAPIET,Tuesday,15.9,Snail,Milk
8583,,10-09-1992,5:44:17,FALSE,1.484,SAMITHA,AMY-MARIE,WESTOVER,Tuesday,43.8,Cat,Medium
8584,Yes,21-01-2005,,FALSE,,RICKHARD,HYEJIN,NICKER,Tuesday,14.7,,Milk
8585,,23-05-2006,23:31:03,TRUE,1.71,ASLINN,ELLIS,KELLY GERRARD,Thurs,22.8,Giraffe,Roasted
8586,,31-07-2016,16:56:42,TRUE,1.406,JUNDEL,DIYON,PERRETT,Sun,6.7,Cat,Medium
8587,,24-02-2019,4:36:53,FALSE,1.247,BERA,,SMITH-HUNT,Sat,38.2,Dog,Milk
8588,,13-11-2010,6:56:44,FALSE,1.084,KIELY,,ONOFRIO,Sat,32.7,,Roasted
8589,,31-01-1989,12:41:50,,1.104,DONIA,,STEEDEN,Tuesday,4.8,,Milk
8590,No,14-04-2007,12:32:01,FALSE,1.986,IMRIE,LIUYU,MUSIKONG,Sun,5.5,Dog,Medium
8591,,06-02-1989,6:21:02,FALSE,1.284,BAASTIAN,JARMAHLA,BUBNOV,Tuesday,12,Dog,Medium
8592,,14-05-1981,10:50:46,TRUE,1.928,ABDULSAMAD,,MAZRAHE,Fri,10.3,,Medium
8593,Yes,28-01-2004,21:19:48,TRUE,1.968,IOWANI,DONGMEI,VICKRIDGE-SMITH,Tuesday,8,Snail,Roasted
8594,,28-04-2010,6:39:05,FALSE,1.203,SYAFRI,,KONADI,Monday,41.5,Elephant,Dark
8595,,20-02-1982,19:42:23,FALSE,1.974,GRAGRIS,,IETTO,Monday,33.3,Cat,Medium
8596,Yes,13-10-1998,2:50:14,FALSE,1.662,AHMED,RYCKS,MARRAS,Sun,23.8,Snail,Milk
8597,,02-11-2015,18:15:29,FALSE,1.726,SAMPADA,KRUPA,BOHORQUEZ ESPITIA,Monday,26.5,Snail,Roasted
8598,Yes,22-02-2019,16:31:14,FALSE,1.193,STYLES,DARDAN,HAWKE-BROOKS,Sun,39.3,Snail,Medium
8599,Yes,13-12-1994,13:20:40,FALSE,1.831,TORERE,,HANSSEN,Thurs,11,Giraffe,Dark
